,NAME,LATITUDE,LONGITUDE,hov_txt,CLOTHING,FOOD,HOUSEHOLD GOODS,HOUSING,TRAINING AND OTHER SERVICES,NOTES,WEBSITE,type,color
355,Robert Half Recruiters & Employment Agency,40.4443579,-79.9945772,"1001 Liberty Ave Suite 400, Pittsburgh",,,,,1,,https://www.roberthalf.com/locations/pa-pittsburgh/1001-liberty-avenue?utm_source=gmb_listing&utm_medium=organic&utm_campaign=local_listing&y_source=1_MTI5MDM1NzktNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,TRAINING AND OTHER SERVICES,#824100
356,Rodef Shalom Biblical Botanical Garden,40.4475707,-79.9436156,"4905 Fifth Ave #2919, Pittsburgh",,1,,,,,https://www.rodefshalombiblicalgarden.org/,TRAINING AND OTHER SERVICES,#824100
357,Rosedale Technical College - Ben Wilke Training Center,40.4519292,-80.100601,"170 Bilmar Dr, Pittsburgh",,,,,1,,https://www.rosedaletech.org/?utm_source=gmb&utm_medium=organic,TRAINING AND OTHER SERVICES,#824100
358,SHAPE Training,40.46154,-79.9261349,"5916 Penn Ave, Pittsburgh",,,,,1,,https://freetrial.shapetrain.com/,TRAINING AND OTHER SERVICES,#824100
359,SHOP 'n SAVE,40.4049229,-79.9897618,"1119 Brownsville Rd, Pittsburgh",,1,,,,,https://www.shopnsavefood.com/StoreLocator/Store?L=83&M=&From=&S=,TRAINING AND OTHER SERVICES,#824100
360,SHOP 'n SAVE,40.4832546,-79.9484539,"450 56th St, Pittsburgh",,1,,,,,http://www.shopnsavefood.com/,TRAINING AND OTHER SERVICES,#824100
361,SHzoom,40.4579264,-79.9173842,"Ascender Building, 6401 Penn Ave 3rd floor, Pittsburgh",,1,,,,,https://shzoom.com/,TRAINING AND OTHER SERVICES,#824100
362,SWISSHELM PARK COMMUNITY CENTER,40.4244434,-79.9013163,"1050 Windermere Dr, Pittsburgh",,,,,1,,https://pittsburghcontra.org/2017/12/06/announcement-on-dance-location/,TRAINING AND OTHER SERVICES,#824100
363,Sankofa Village Community Garden,40.4505795,-79.8909491,"Susquehanna St and N, Brushton Ave, Pittsburgh",,1,,,,,https://www.svcgpgh.com/,TRAINING AND OTHER SERVICES,#824100
364,Schenley Park,40.4366963,-79.9447554,Pittsburgh,,1,,,,,https://www.pittsburghparks.org/schenley-park,TRAINING AND OTHER SERVICES,#824100
365,School of Nursing Library,40.462063,-79.945104,"4900 Friendship Ave, Pittsburgh",,,,,1,,,TRAINING AND OTHER SERVICES,#824100
366,Second Harvest Community Thrift Store,40.49539,-79.9349029,"624 Clay St, Pittsburgh",1,,,,,,http://www.secondharvestthrift.com/,TRAINING AND OTHER SERVICES,#824100
367,Self Sufficiency,40.4091203,-79.9731402,"930 Cresswell St, Pittsburgh",,1,,,,,,TRAINING AND OTHER SERVICES,#824100
368,Shadyside Counseling Services,40.4495604,-79.9337674,"5425 Kentucky Ave, Pittsburgh",,,,,1,,,TRAINING AND OTHER SERVICES,#824100
369,Sharpsburg Community Garden,40.4947075,-79.930171,"203 Benson Way, Pittsburgh",,1,,,,,https://www.growpittsburgh.org/directory/garden/sharpsburg-community-garden,TRAINING AND OTHER SERVICES,#824100
370,Sharpsburg Community Library,40.4943603,-79.9302293,"1212 Main St, Pittsburgh",,,,,1,,http://www.coopersiegelcommunitylibrary.org/sharpsburg/,TRAINING AND OTHER SERVICES,#824100
371,Sharpsburg Market Garden,40.495118,-79.9293921,"124 13th St, Pittsburgh",,1,,,,,,TRAINING AND OTHER SERVICES,#824100
372,Sharpsburg Recreation Center,40.49523,-79.9312461,"205 N Canal St, Pittsburgh",,,,,1,,,TRAINING AND OTHER SERVICES,#824100
373,Shepherd’s Heart,40.4380143,-79.9849898,"13 Pride St, Pittsburgh",,,,1,,,https://shepheart.org/,TRAINING AND OTHER SERVICES,#824100
374,Sheridan Avenue Orchard and Garden,40.4637472,-79.92173,"316-332 Sheridan Ave, Pittsburgh",,1,,,,,https://werepair.org/pittsburgh/,TRAINING AND OTHER SERVICES,#824100
375,Shiloh Center,40.4636915,-79.9599343,"3832 Mintwood St, Pittsburgh",,,,,1,,https://shiloh-center.business.site/,TRAINING AND OTHER SERVICES,#824100
376,Smithfield United Church of Christ,40.4418667,-79.9973002,"Smithfield Building, 620 Smithfield St, Pittsburgh",,,,1,,,http://smithfieldchurch.org/,TRAINING AND OTHER SERVICES,#824100
377,Snap Fitness Etna,40.5003804,-79.943214,"550 Butler St, Pittsburgh",,1,,,,,https://www.snapfitness.com/us/gyms/etna-pa/?utm_source=google&utm_medium=organic&utm_campaign=business-listing,TRAINING AND OTHER SERVICES,#824100
378,Snap Fitness Pittsburgh (McKnight Rd),40.517797,-80.005694,"4721 McKnight Rd, Pittsburgh",,1,,,,,https://www.snapfitness.com/us/gyms/pittsburgh-mcknight-rd-pa/?utm_source=google&utm_medium=organic&utm_campaign=business-listing,TRAINING AND OTHER SERVICES,#824100
379,SnapRetail,40.4508007,-80.0036967,"100 S Commons #102, Pittsburgh",,1,,,,,http://snapretail.com/,TRAINING AND OTHER SERVICES,#824100
380,Snappr Photography,40.4679987,-79.9447804,"417 N Millvale Ave #2a, Pittsburgh",,1,,,,,https://www.snappr.co/best-photographers/pittsburgh-pa?utm_source=google&utm_medium=organic_gmb&utm_campaign=gmb&utm_term=na&utm_content=na,TRAINING AND OTHER SERVICES,#824100
381,Sojourner House,40.4641819,-79.9333922,"5460 Penn Ave, Pittsburgh",,,,1,,,https://www.sojournerhousepa.org/,TRAINING AND OTHER SERVICES,#824100
382,South Busway + Central Shelter,40.390282,-79.998173,Pittsburgh,,,,1,,,,TRAINING AND OTHER SERVICES,#824100
383,South Busway + Whited St Shelter,40.395546,-79.999717,Pittsburgh,,,,1,,,,TRAINING AND OTHER SERVICES,#824100
384,South Busway + Whited St Shelter,40.395584,-79.999582,Pittsburgh,,,,1,,,,TRAINING AND OTHER SERVICES,#824100
385,South Side Park,40.4185022,-79.9783372,"2000 Julia St, Pittsburgh",,1,,,,,http://pittsburghpa.gov/,TRAINING AND OTHER SERVICES,#824100
386,Spartan Community Center of Hazelwood,40.4071807,-79.9419097,"134 E Elizabeth St, Pittsburgh",,,,,1,,http://www.spartancenter.org/,TRAINING AND OTHER SERVICES,#824100
387,Springdale WIC,40.5410926,-79.7786431,"830 Pittsburgh St, Springdale",,1,,,,,http://www.achd.net/wic/,TRAINING AND OTHER SERVICES,#824100
388,St Athanasius Education and Community Center,40.5206982,-80.0291528,"2 Wentworth Ave, Pittsburgh",,,,,1,,https://mountcarmelpgh.org/community-center-1,TRAINING AND OTHER SERVICES,#824100
389,St Joseph's House-Hospitality,40.4451937,-79.9872272,"1635 Bedford Ave, Pittsburgh",,,,1,,,https://www.ccpgh.org/pages/services/hsg-and-homeless/services---hsg-and-homeless---st-joseph-house,TRAINING AND OTHER SERVICES,#824100
390,St. Vincent de Paul Society - Main Office,40.449239,-80.027218,"1501 Reedsdale St #3003, Pittsburgh",1,,,,,,http://www.svdppitt.org/,TRAINING AND OTHER SERVICES,#824100
391,St. Vincent de Paul Society - Thrift Store,40.366735,-80.013733,"3423 Library Rd, Pittsburgh",1,,,,,,http://www.svdppitt.org/,TRAINING AND OTHER SERVICES,#824100
392,Starkist Foods Inc,40.445869,-80.010327,"323 N Shore Dr #600, Pittsburgh",,1,,,,,http://starkist.com/,TRAINING AND OTHER SERVICES,#824100
393,Stephen Foster Community Center,40.467668,-79.958663,"286 Main St, Pittsburgh",,,,,1,,http://www.catholicyouthassociation.com/,TRAINING AND OTHER SERVICES,#824100
394,Style Encore North Hills,40.5697392,-80.0209329,"750 Providence Blvd, Pittsburgh",1,,,,,,http://www.style-encorenorthhills.com/,TRAINING AND OTHER SERVICES,#824100
